"name","yearpublished","minplayers","maxplayers","minplaytime","maxplaytime","minage","languagedependence","average","numwanting","numcomments","numplays","numplays_month","news","blogs","podcast","boardgamedesigner_cnt","boardgamepublisher_cnt","boardgamehonor_cnt","desc_word_count","dif_players","main_category","difficulty"
"Polarity",2002,2,4,2,2,0,0,5.92,1,9,26,0,0,0,0,1,1,0,97,2,"Action / Dexterity","Simple"
"Quak",1994,2,4,15,15,4,1,5.68913,0,21,214,0,0,0,0,1,1,0,94,2,"Childrens Game","Simple"
"Kalahen",1989,3,6,120,120,12,1,5.7507,2,15,20,0,0,0,0,2,1,0,195,3,"Adventure","Complex"
"End of Empire  The French and Indian War and the American Revolution",1997,2,2,30,45,12,0,5.90333,10,35,2,0,0,0,0,1,1,0,135,0,"Wargame","Complex"
"This Game Goes to Eleven",2018,2,6,15,30,8,0,5.59811,3,21,369,18,1,2,1,1,1,0,88,4,"Card Game","Simple"
"Burp",1995,2,4,60,60,10,1,5.54762,16,57,70,0,0,0,0,3,2,0,91,2,"Action / Dexterity","Simple"
"Cirondo",1991,2,4,90,90,0,1,5.67547,9,35,75,0,0,0,0,1,2,0,115,2,"Abstract Strategy","Complex"
"Ubongo Mini",2007,1,4,10,10,7,1,5.5249,7,214,1412,6,0,4,0,1,10,1,89,3,"Other","Simple"
"Button Up!",2012,2,2,15,15,8,1,5.60739,2,24,358,0,0,0,0,1,1,0,373,0,"Abstract Strategy","Simple"
"Caves & Claws",1998,1,4,20,20,6,0,5.54765,11,86,470,0,0,0,0,1,1,0,180,3,"Adventure","Simple"
"Rio Grande",2009,2,5,30,30,10,1,5.70714,0,12,64,0,0,1,0,1,1,0,56,3,"Other","Simple"
"Robot X",2015,2,5,30,45,8,1,5.673,0,8,109,0,0,1,0,1,1,0,247,3,"Card Game","Simple"
"El Juego de la Liga",2003,2,8,120,120,0,3,6.03333,0,11,91,1,0,0,0,1,2,0,56,6,"Other","Simple"
"Air King",2012,2,4,30,30,8,1,5.63427,2,25,208,0,0,4,0,1,2,0,169,2,"Bluffing","Simple"
"Masquerade",1987,3,12,90,90,10,0,5.75806,1,13,38,0,0,1,0,1,2,0,95,9,"Deduction","Simple"
"StelCon  Infinity",2013,2,6,60,270,13,4,5.9375,5,21,32,0,0,1,0,1,1,0,548,4,"Science Fiction","Simple"
"Cultists of Cthulhu",2016,3,6,120,120,14,0,6.26571,11,31,84,0,2,5,0,1,1,0,588,3,"Other","Complex"
"Szczury Pustyni",1996,2,2,480,480,0,1,5.88571,3,11,12,0,0,0,0,1,1,0,113,0,"Wargame","Complex"
"Quest for the Auburn Pelt  A PageQuest Game",1997,1,1,15,15,0,4,6.01351,1,40,45,0,0,0,0,2,1,0,64,0,"Adventure","Simple"
"En tu casa o donde sea",2016,4,7,30,50,18,0,5.815,0,3,49,3,0,0,0,1,1,0,353,3,"Card Game","Simple"
"Khe Sanh",2002,2,2,360,360,12,0,5.91774,8,31,13,0,0,0,0,1,2,2,207,0,"Wargame","Complex"
"Blood and Iron",1990,2,2,300,300,12,0,5.825,3,24,8,0,0,0,0,1,1,0,101,0,"Wargame","Complex"
"The Black Rose",2014,3,5,20,20,15,3,5.90154,1,22,115,0,0,2,2,1,1,0,175,2,"Bluffing","Simple"
"Crossbows and Cannon",1992,1,2,180,180,12,0,5.741,6,23,21,0,0,0,0,1,1,0,77,1,"Wargame","Simple"
"Mess Machine",2014,2,4,30,30,10,1,5.73514,3,28,109,0,1,0,0,1,2,0,175,2,"Bluffing","Simple"
"Whack a Catgirl",2007,2,5,30,30,14,4,5.64332,8,66,195,0,0,0,1,1,1,0,128,3,"Card Game","Simple"
"Exit",1983,2,2,10,10,8,1,5.89423,2,31,156,3,0,0,0,1,1,0,84,0,"Abstract Strategy","Simple"
"Clue  The Office",2009,3,6,45,45,9,0,5.79453,6,30,67,1,0,1,0,1,1,0,206,3,"Deduction","Simple"
"Downfall  If the U.S. Invaded Japan",2005,1,2,360,360,14,0,5.97051,8,43,10,0,0,0,0,1,1,0,310,1,"Wargame","Simple"
"Monopoly  Game of Thrones",2019,2,6,30,45,0,0,5.94094,1,7,31,1,1,0,0,0,1,0,83,4,"Economic","Simple"
"Bubble Bath Bunny",2014,2,4,5,5,2,0,5.68163,1,13,408,6,0,1,1,1,1,0,117,2,"Childrens Game","Simple"
"I Can't Even With These Monsters",2016,2,5,15,30,10,0,5.72245,0,13,122,0,0,0,0,1,2,0,75,3,"Card Game","Simple"
"Bigfoot",2014,2,2,15,15,12,3,5.60158,5,42,174,0,0,4,0,1,1,0,216,0,"Deduction","Simple"
"Boggle Bowl",1987,2,4,45,45,8,0,5.6736,1,43,67,1,0,0,0,1,1,0,74,2,"Dice","Simple"
"Jena",1981,2,4,240,240,12,0,5.92881,3,19,11,0,0,0,0,1,1,0,152,2,"Wargame","Complex"
"Click Clack",2008,2,4,20,20,5,1,5.5867,4,47,368,0,0,0,0,1,3,2,129,2,"Animals","Simple"
"Master",1982,2,8,60,60,14,0,5.69762,0,10,74,0,0,0,0,1,1,0,34,6,"Other","Simple"
"The Hundred Years War",1995,2,2,180,180,12,0,5.89318,16,50,5,0,0,0,0,1,1,0,101,0,"Medieval","Complex"
"Squatter",1962,2,6,90,90,10,3,5.65638,5,102,147,0,0,4,0,1,6,0,113,4,"Animals","Simple"
"NORAD",1973,2,2,30,30,0,0,6.12333,13,29,6,0,0,1,0,3,2,0,141,0,"Wargame","Complex"
"W\u00fcrfel-Dinos",2004,2,4,10,10,4,1,5.73486,7,18,113,0,0,0,0,2,1,0,49,2,"Childrens Game","Simple"
"Remmi Demmi",1999,4,9,30,30,8,1,5.74118,1,22,47,0,0,0,0,1,1,0,144,5,"Party Game","Simple"
"Vaults",2015,2,4,20,30,12,2,5.80041,0,39,216,2,0,11,0,4,1,0,193,2,"Card Game","Simple"
"La Ruta del Tesoro",1980,2,6,90,180,8,3,5.70187,1,35,206,5,0,0,0,1,1,0,13,4,"Economic","Simple"
"Kosmiczna misja",2013,2,4,20,20,6,1,5.73429,0,7,134,0,0,0,0,1,1,0,99,2,"Childrens Game","Simple"
"Scrabble Twists & Turns",2012,2,4,30,30,10,0,5.76047,0,10,51,0,0,0,0,1,1,0,92,2,"Party Game","Simple"
"bOOLeO",2009,2,2,5,5,10,2,5.71556,6,17,89,0,0,0,0,3,2,0,114,0,"Card Game","Simple"
"Chaos",2007,2,2,30,30,8,1,5.64194,0,32,142,0,0,1,0,1,1,0,55,0,"Abstract Strategy","Simple"
"Gangland!",1996,3,8,60,60,12,0,5.62255,3,42,96,1,0,0,0,1,1,0,43,5,"Card Game","Simple"
"Droids",1991,1,4,60,60,12,0,5.61605,14,24,39,0,0,0,0,1,1,0,52,3,"Fighting","Simple"
"RPGQuest  The Knights Templar",2005,4,12,30,30,12,0,8.14286,1,10,28,0,0,0,0,4,1,0,114,8,"Fantasy","Simple"
"Ganoven Jagd",1983,2,2,20,20,8,1,5.76129,2,19,57,0,0,0,0,1,4,1,52,0,"Abstract Strategy","Simple"
"Uno Roboto",2011,2,10,39,39,6,0,5.70283,0,18,352,0,0,0,0,2,1,0,97,8,"Card Game","Simple"
"Artifact",1980,2,2,60,180,12,0,5.77308,11,35,32,0,0,0,0,1,1,0,75,0,"Science Fiction","Simple"
"Shadowlord!",1983,2,4,150,150,10,2,5.62298,12,226,206,0,0,2,0,1,1,0,192,2,"Fantasy","Simple"
"Cobra",2007,2,5,10,10,0,1,5.71865,9,28,69,0,0,2,0,2,1,0,216,3,"Action / Dexterity","Simple"
"Grand Mastermind",1974,2,2,10,10,8,1,5.65227,6,41,130,0,0,0,0,1,2,0,89,0,"Deduction","Complex"
"Fleecing Olympus",2018,3,6,20,45,14,0,7.1825,2,20,48,0,0,1,0,2,1,0,119,3,"Bluffing","Simple"
"U.F.O.s",1992,3,6,45,45,10,0,5.6886,3,16,33,0,0,0,0,1,1,1,131,3,"Card Game","Simple"
"Mona Lisa Mysteries",2006,3,5,30,30,11,2,5.73592,0,47,120,0,0,2,0,1,1,0,108,2,"Other","Simple"
"Alley Thieves",2014,2,4,10,10,12,0,5.87097,3,15,73,0,0,11,0,1,1,0,204,2,"Dice","Simple"
"Maunz Maunz",2004,2,5,10,10,5,1,5.85938,0,15,173,0,0,0,0,1,1,0,123,3,"Card Game","Simple"
"War in the Falklands",1982,2,2,60,60,12,1,5.76029,3,41,32,0,0,0,0,2,1,0,109,0,"Wargame","Simple"
"Wordariffic",2015,2,6,20,30,6,0,5.73559,1,19,55,0,1,2,1,1,1,0,126,4,"Other","Simple"
"Fantasy Business",2002,3,8,45,45,12,3,5.54503,30,147,291,0,0,1,0,1,2,1,29,5,"Bluffing","Simple"
"Line Dice",2013,2,6,5,5,5,0,5.88889,4,19,269,0,0,3,1,1,1,0,71,4,"Dice","Simple"
"1000 Bornes Express",2009,2,4,15,15,6,1,5.96341,0,11,47,9,0,0,0,1,1,0,94,2,"Card Game","Simple"
"Action Cats!",2017,3,6,20,45,9,0,5.725,1,17,118,1,0,1,0,2,1,0,108,3,"Animals","Simple"
"Hoshi Battle",2014,2,2,10,10,7,3,5.79487,1,8,104,1,1,0,0,1,1,0,118,0,"Action / Dexterity","Simple"
"Champions of Faith",2006,2,6,30,120,10,3,5.71719,2,19,21,0,0,2,0,1,1,0,115,4,"Adventure","Simple"
"Asterix & Obelix  Mission Zaubertrank!",2017,2,4,20,40,10,2,5.69512,1,7,95,1,0,0,0,2,1,0,72,2,"Other","Simple"
"Witty Chronos",2011,3,5,30,30,8,1,5.80659,3,10,137,0,0,0,0,1,1,0,137,2,"Action / Dexterity","Simple"
"Chancellorsville (first edition)",1961,2,2,120,120,12,2,5.79412,3,34,26,0,0,1,0,1,1,0,115,0,"Wargame","Complex"
"Grunwald  Walka 600-lecia",2010,2,2,30,30,12,1,5.78,1,5,88,0,0,0,0,2,2,0,351,0,"Card Game","Simple"
"The Construction Game",1993,2,6,90,90,10,0,5.76467,1,16,56,0,0,0,0,1,1,0,67,4,"Other","Simple"
"The Game of Nasty Things...",2015,4,15,30,60,18,4,5.86477,0,24,170,0,0,0,0,3,1,0,104,11,"Deduction","Simple"
"Go Mental",2003,3,6,60,60,12,5,5.79333,4,13,49,0,0,0,0,4,1,0,108,3,"Abstract Strategy","Simple"
"Bonanza",1964,2,4,60,60,12,1,6.10857,1,7,54,0,0,0,0,1,2,0,35,2,"Movies / TV / Radio theme","Simple"
"GOLO",1999,1,4,10,10,8,1,5.66155,4,93,861,4,0,1,0,1,2,0,344,3,"Dice","Simple"
"UNO  Nintendo",2004,2,10,30,30,7,0,5.75697,4,15,84,0,0,0,0,1,1,0,25,8,"Card Game","Simple"
"Golf the Perfect Game",1995,2,6,45,45,10,2,5.67444,3,21,27,0,0,0,0,1,1,0,207,4,"Other","Simple"
"Stars and Bars",1984,2,2,240,240,12,0,5.99167,1,36,4,0,0,0,0,1,1,0,68,0,"Wargame","Complex"
"Scrabble Crossword Cubes Game",1964,1,6,10,10,10,0,5.732,0,31,58,0,0,1,0,1,3,0,139,5,"Dice","Simple"
"Transport",2006,2,4,30,30,10,0,5.70833,1,10,46,0,0,0,0,2,1,0,81,2,"Other","Simple"
"Wobble King",2018,2,4,5,15,4,1,5.7,4,10,85,6,0,1,1,1,1,0,183,2,"Action / Dexterity","Simple"
"UNDO  Curse from the Past",2019,2,6,45,90,10,4,5.62718,16,24,254,11,1,7,1,2,6,0,171,4,"Adventure","Simple"
"Bombay Bazar",2001,1,4,45,45,7,1,5.5193,1,39,162,1,0,1,0,2,1,2,64,3,"Animals","Simple"
"Vampire",2003,2,4,30,30,8,1,5.58633,16,89,184,0,0,1,0,2,2,1,284,2,"Other","Simple"
"Digging",1990,2,4,30,30,8,1,5.56853,0,173,373,0,0,7,0,1,3,0,161,2,"Card Game","Simple"
"Nelly",2009,2,4,25,25,6,1,5.64273,7,24,108,0,0,0,0,3,1,2,172,2,"Action / Dexterity","Simple"
"Clue  Doctor Who",2015,2,6,30,60,8,0,6.15248,1,8,74,2,0,0,0,0,1,0,194,4,"Deduction","Simple"
"Yarmuk",1997,2,2,30,45,12,0,5.92432,0,35,5,0,0,0,0,2,1,0,24,0,"Wargame","Complex"
"Superfight  The Loot Crate Deck",2015,2,10,30,45,5,5,5.7314,4,49,162,0,0,0,0,1,1,0,47,8,"Card Game","Simple"
"Funny Fishing",2006,2,5,15,15,4,1,5.65806,7,32,193,0,0,0,0,1,2,0,46,3,"Childrens Game","Simple"
"F**k. The game",2015,3,8,15,30,18,0,5.94286,1,7,117,0,0,0,0,0,1,0,177,5,"Card Game","Simple"
"Ellery Queen's Mystery Magazine Game",1986,1,6,120,120,12,0,5.67514,11,25,23,1,0,0,0,2,1,0,40,5,"Deduction","Simple"
"Shoot The Moon",2004,2,6,30,45,8,1,5.83636,0,21,66,1,0,0,0,2,3,0,150,4,"Card Game","Simple"
"Explorers of the Lost Valley",2016,2,4,15,25,10,1,5.76,1,9,82,0,0,0,0,1,1,0,435,2,"Animals","Simple"
"Copi\u00e9 Coll\u00e9",2011,3,6,20,20,8,1,5.61471,4,17,119,0,0,0,0,1,1,0,150,3,"Bluffing","Simple"
"U-Boat",1959,2,6,30,30,12,0,5.67279,13,53,80,0,0,1,0,1,1,0,124,4,"Wargame","Simple"
"AtmosFear  Khufu \u2013 The Mummy",2006,3,6,45,45,0,5,5.7466,17,37,66,3,0,0,0,1,3,0,165,3,"Party Game","Simple"
"Black Stories  Medizin Edition",2014,2,15,45,45,14,5,5.64967,0,7,28,0,0,0,0,1,3,0,47,13,"Card Game","Simple"
"Piranha",2004,2,6,20,20,5,1,5.675,7,30,168,1,0,0,0,2,1,0,58,4,"Action / Dexterity","Simple"
"When Darkness Comes   The Awakening",2002,1,6,90,90,10,2,5.58543,42,247,491,0,0,1,1,2,1,0,157,5,"Dice","Simple"
"Tuppen",2008,2,8,5,30,10,0,5.77778,0,8,267,0,0,0,0,1,1,0,149,6,"Bluffing","Simple"
"Formidable Foes",2006,2,6,90,90,10,1,5.54487,18,193,527,0,0,0,0,1,2,0,298,4,"Fantasy","Simple"
"Chill & Chili",2017,2,5,30,30,8,0,5.70833,1,5,71,2,0,0,0,1,1,0,38,3,"Other","Simple"
"Family Alias",2011,3,8,45,45,7,0,5.9881,1,6,59,0,0,0,0,1,1,0,160,5,"Party Game","Simple"
"Doodle Dice",2006,2,6,20,30,6,1,5.57985,4,143,1130,7,0,2,0,1,6,1,74,4,"Card Game","Simple"
"\u733f\u9053 (Monkey Road)",2015,2,4,15,15,8,0,5.76949,2,12,83,0,0,7,0,1,2,0,127,2,"Bluffing","Simple"
"Management",1960,2,4,90,90,12,3,5.62821,5,32,17,0,0,0,0,1,1,0,68,2,"Economic","Simple"
"CHEW  Cases of the FDA",2015,2,5,30,30,12,0,5.74373,7,35,146,0,2,2,2,1,2,0,73,3,"Card Game","Simple"
"Sailor Moon CCG",2000,2,2,20,20,10,0,5.91837,4,25,25,0,0,0,0,1,3,1,71,0,"Card Game","Simple"
"Stealth Chess",1997,2,2,30,30,10,0,5.78049,5,13,49,0,0,0,0,1,2,0,329,0,"Abstract Strategy","Simple"
"Konito?",2012,2,12,30,30,8,4,5.61651,4,23,213,0,1,3,0,1,2,0,69,10,"Other","Simple"
"Launchpad 23",2011,2,4,15,15,0,0,5.63953,0,21,186,0,0,1,0,1,1,0,95,2,"Dice","Simple"
"G.Nome",2015,3,6,10,10,0,1,5.76087,2,13,86,0,1,0,2,1,1,0,318,3,"Other","Simple"
"Sputnik",2005,2,6,15,15,7,1,5.582,8,72,537,1,0,2,0,1,1,0,134,4,"Abstract Strategy","Simple"
"Ooga!",2004,2,6,30,30,6,1,5.54253,2,43,157,0,0,0,0,2,2,0,102,4,"Action / Dexterity","Simple"
"Apocalypse Universe  Galactic Arena",2014,2,6,30,30,10,3,6.43654,2,31,33,0,1,6,0,2,1,0,410,4,"Fighting","Simple"
"Troia",2000,2,4,60,60,9,1,5.56635,22,57,97,0,0,0,0,1,2,1,41,2,"Other","Simple"
"Hijara",1995,2,2,40,40,10,0,5.90838,1,28,52,0,0,0,0,1,5,0,319,0,"Abstract Strategy","Simple"
"Cactus Throne  The Mexican War of 1862-1867",2005,2,2,360,360,14,1,5.76636,7,38,16,0,0,0,0,1,2,1,330,0,"Wargame","Complex"
"Speed",1938,2,5,30,30,7,1,5.66347,3,34,505,5,0,2,0,0,2,0,207,3,"Animals","Simple"
"Wiochmen 2",2007,2,6,30,30,0,4,5.65991,3,29,255,0,0,0,0,2,1,0,190,4,"Card Game","Simple"
"Electronic Catch Phrase  Music Edition",2007,4,4,15,15,0,5,5.712,2,30,222,0,0,0,1,1,2,0,219,0,"Party Game","Simple"
"Blitzkrieg 1940  Hannut et Stonne",2005,2,2,60,60,12,2,5.87581,0,32,13,0,0,0,0,1,2,0,78,0,"Wargame","Complex"
"Trivial Pursuit  Genus VI",2006,2,36,240,240,15,4,5.61248,2,20,122,0,0,0,0,1,5,0,87,34,"Party Game","Simple"
"Somethin' Fishy",2004,3,6,15,15,6,1,5.52205,4,64,532,1,0,0,0,1,3,2,121,3,"Animals","Simple"
"Scotland the Brave",1998,2,2,180,180,12,0,5.78824,4,32,14,0,0,1,0,1,2,0,234,0,"Medieval","Complex"
"Versailles",2004,2,6,15,15,8,1,5.73667,3,11,57,0,0,0,0,1,1,0,187,4,"Abstract Strategy","Simple"
"WobBally",2007,1,6,30,45,5,0,5.66923,3,12,207,0,0,2,1,1,4,0,218,5,"Action / Dexterity","Simple"
"Die Tafelrunde",2000,3,4,45,45,10,0,5.80806,1,21,20,0,0,0,0,1,1,0,127,1,"Card Game","Simple"
"Zenix",2000,2,3,20,20,6,1,5.67493,15,38,204,1,0,0,0,1,1,0,59,1,"Abstract Strategy","Simple"
"Sahara",2002,2,2,10,10,6,1,5.63104,13,46,291,6,0,1,0,1,1,0,48,0,"Abstract Strategy","Simple"
"Seaside Frolics",1986,2,6,45,45,7,0,5.79032,3,21,19,0,0,0,0,1,2,0,82,4,"Dice","Simple"
"Australian Menagerie",1999,2,3,10,10,6,2,5.85294,1,27,68,0,0,1,0,2,1,0,95,1,"Animals","Simple"
"Treatment  A Psychiatry Card Game",2016,2,5,20,30,12,2,5.81818,2,15,45,0,1,4,0,2,1,0,112,3,"Card Game","Simple"
"Boxes",2014,2,8,30,30,10,1,5.88652,0,9,56,0,0,1,0,1,1,0,155,6,"Bluffing","Simple"
"Sucking Vacuum",2004,3,6,45,45,13,1,5.60268,38,263,419,0,0,1,0,1,1,0,289,3,"Bluffing","Simple"
"Picnic Blitz",2010,2,4,30,30,7,1,5.75104,1,19,119,0,0,0,0,1,1,0,280,2,"Animals","Simple"
"Knuckle Sammich  A Kobolds Ate My Baby! Card Game",2013,2,8,15,15,14,0,5.74359,1,25,136,1,2,7,0,2,2,0,211,6,"Fantasy","Simple"
"Tricky Druids",2019,2,4,20,30,8,0,5.75629,3,12,86,1,0,3,0,1,1,0,101,2,"Bluffing","Simple"
"Postcard Cthulhu",2014,1,6,20,20,10,0,5.82714,1,17,35,0,0,0,0,1,4,0,166,5,"Other","Complex"
"Dracula's Revenge",2004,2,2,90,90,12,0,5.63043,10,33,25,0,0,1,0,1,2,0,353,0,"Fighting","Simple"
"Time Management  The Time Management Game",2016,1,4,30,30,13,0,5.51932,0,31,156,0,2,1,2,1,1,0,57,3,"Other","Simple"
"Tangram Master",2001,1,4,10,10,8,1,5.64042,1,30,92,0,0,0,0,1,2,0,82,3,"Other","Simple"
"3 Seeds  Reap Where You Sow",2017,2,5,30,45,12,0,5.92407,0,23,102,0,0,4,0,1,1,0,260,3,"Other","Simple"
"El Capitan",2015,2,6,20,20,6,1,5.75137,0,18,130,1,0,0,0,1,1,2,107,4,"Action / Dexterity","Simple"
"Zama  Hannibal versus Scipio",1992,2,2,90,90,10,0,5.6,1,47,26,0,0,0,0,2,1,0,229,0,"Wargame","Simple"
"Robin Hood",1990,2,6,60,60,8,3,5.61622,3,38,64,0,0,0,0,1,2,0,39,4,"Adventure","Simple"
"Island Hopper",2017,2,6,30,45,13,0,5.61754,10,33,115,0,2,8,3,1,1,0,238,4,"Action / Dexterity","Simple"
"Cluedo?",1989,2,6,45,45,8,2,5.60484,0,14,17,0,0,0,0,1,3,0,93,4,"Deduction","Simple"
"Children of Fire",2005,2,5,60,60,12,2,5.74815,5,29,48,0,0,0,0,1,1,0,55,3,"Other","Complex"
"Wongamania",2014,2,6,30,30,8,0,6.625,1,15,44,0,1,0,1,1,1,0,250,4,"Card Game","Simple"
"Race For Tunis",1986,2,2,180,180,12,0,5.77105,3,31,5,0,0,0,0,2,1,0,120,0,"Wargame","Complex"
"PicWits!",2012,4,10,30,30,10,3,5.745,2,14,164,0,0,0,0,2,1,1,78,6,"Card Game","Simple"
"Alcatraz",1999,2,4,30,30,10,1,5.51943,2,83,250,0,0,1,0,1,2,1,154,2,"Abstract Strategy","Simple"
"Jackal",2009,2,4,120,120,8,1,5.71958,3,22,222,2,0,0,0,1,1,0,123,2,"Other","Simple"
"Twelve Men's Morris",2008,2,2,20,20,8,1,5.83922,0,22,80,0,0,0,0,1,3,0,226,0,"Abstract Strategy","Simple"
"Professor Pugnacious",2013,2,4,20,45,14,3,5.7587,7,45,122,1,0,1,2,1,1,0,131,2,"Card Game","Simple"
"Speculate",1972,2,5,60,60,10,0,5.59412,1,27,38,0,0,0,0,1,1,0,31,3,"Economic","Simple"
"Oil War",1975,1,2,120,120,12,0,5.66577,0,108,60,0,0,2,0,1,1,0,98,1,"Wargame","Simple"
"Transformers Battling Card Game",2007,2,2,20,20,0,0,5.72861,2,20,75,0,0,0,0,1,1,0,71,0,"Card Game","Simple"
"Scary Tales  Prince Charming vs. Hansel",2010,2,2,20,20,13,4,5.76909,4,19,59,0,0,0,0,1,1,0,263,0,"Card Game","Simple"
"Space Blast",2004,3,6,20,20,10,1,5.636,2,20,36,0,0,0,0,1,1,0,287,3,"Science Fiction","Simple"
"Rally Up!",2015,2,8,10,10,6,1,5.58947,0,25,353,0,0,0,0,1,5,0,59,6,"Childrens Game","Simple"
"The Last Panzer Victory",1983,1,2,120,360,12,0,5.85303,2,25,1,0,0,0,0,1,1,0,338,1,"Wargame","Complex"
"Gangster",1985,2,6,60,120,11,3,5.69692,0,17,16,0,0,0,0,2,1,0,75,4,"Economic","Simple"
"Mexican Standoff",2017,3,5,30,45,10,0,5.91714,1,16,45,3,0,0,0,1,1,0,123,2,"Card Game","Simple"
"Space Pirates",2009,2,4,60,60,12,1,5.66735,9,60,153,0,0,0,0,1,3,0,61,2,"Action / Dexterity","Simple"
"Rainbow 35",2016,2,5,10,20,8,1,5.6437,1,8,151,0,0,0,0,2,2,0,115,3,"Animals","Simple"
"House of Horrors",2000,4,6,90,90,12,0,5.66667,6,20,45,0,0,0,0,1,1,0,89,2,"Card Game","Simple"
"High School Drama  Varsity Edition",2010,2,5,60,60,12,0,5.8871,6,12,18,0,0,0,0,1,1,0,104,3,"Card Game","Simple"
"Stumped",2018,2,4,30,60,12,0,5.70571,7,28,94,0,0,1,0,2,1,0,95,2,"Action / Dexterity","Simple"
"Bitwy II wojny \u015bwiatowej",1997,2,2,30,45,0,0,5.94286,1,11,9,0,0,0,0,2,2,0,332,0,"Wargame","Complex"
"Nosocomio",2015,2,6,60,60,12,3,6.03687,0,3,21,0,0,0,0,6,1,0,190,4,"Card Game","Complex"
"Jurassic Wars",2009,2,5,25,25,8,1,6.06757,3,13,52,0,0,0,1,1,1,0,273,3,"Animals","Simple"
"Twilight's Last Gleaming 2",2004,1,2,180,180,0,0,5.83333,6,42,204,0,0,0,0,3,1,0,162,1,"Wargame","Simple"
"Pentantastar",1983,2,4,120,120,12,2,5.69147,7,27,6,0,0,0,0,3,1,0,128,2,"Fantasy","Simple"
"Songburst  70's & 80's Edition",1992,3,4,30,30,18,4,5.62192,3,53,58,0,0,0,2,1,2,0,41,1,"Party Game","Simple"
"Stratego  Transformers",2007,2,2,30,45,8,0,5.67105,1,14,47,0,0,0,0,1,1,0,124,0,"Abstract Strategy","Simple"
"Flash!",2013,2,6,10,10,7,1,5.63939,3,31,450,15,1,0,1,1,3,1,154,4,"Dice","Simple"
"Robotanks",1992,2,4,120,120,12,0,5.75,3,33,30,0,0,0,0,1,2,0,131,2,"Fighting","Simple"
"Power Play",1981,2,4,60,60,8,2,5.72222,1,13,20,0,0,0,0,3,1,0,35,2,"Card Game","Simple"
"Holy Roman Empire  The Thirty-Years War",2015,2,6,60,300,12,0,5.6949,6,36,30,0,1,8,3,1,2,0,170,4,"Wargame","Complex"
"DiceAFARI",2012,2,4,15,15,8,0,5.58272,4,34,198,3,2,4,3,1,1,0,117,2,"Animals","Simple"
"Miskatonic Madness",2005,2,2,30,45,8,3,5.81818,5,32,37,0,0,0,0,1,1,0,139,0,"Other","Simple"
"Absolut \u00f6verens",2004,3,10,60,60,14,5,5.82292,0,5,41,0,0,0,0,2,2,1,72,7,"Party Game","Simple"
"Monstermania",2010,2,5,15,15,5,0,5.68824,0,2,68,0,0,0,0,2,1,1,40,3,"Childrens Game","Simple"
"Aliens vs. Zombies",2013,2,2,45,45,10,0,5.56667,4,19,52,0,0,1,0,1,1,0,246,0,"Dice","Simple"
"Guardians of Graxia",2010,1,2,45,45,10,4,5.67584,9,72,73,0,0,3,1,5,1,0,183,1,"Card Game","Complex"
"Myth  Pantheons",2010,3,6,45,45,10,4,5.56325,11,116,276,0,0,0,0,1,1,0,146,3,"Card Game","Simple"
"Megaman NT Warrior Trading Card Game",2004,2,2,30,30,8,2,5.72667,4,15,104,0,0,1,0,5,1,0,101,0,"Card Game","Simple"
"Travspelet med V65",1982,2,6,180,180,10,4,5.796,1,26,27,0,0,0,0,1,2,0,424,4,"Animals","Simple"
"Knights of the Dinner Table  Orcs at the Gates",1998,2,5,60,60,10,3,5.66694,9,56,48,0,0,0,1,1,1,1,70,3,"Fantasy","Simple"
"Dear Leader",2016,5,9,5,60,13,3,6.3,1,18,36,0,0,3,0,1,1,0,315,4,"Humor","Simple"
"Golden Snitch  Snitch Snatcher \u2013 The Quidditch Game",2008,2,2,30,45,7,0,5.74413,1,14,22,0,0,0,0,2,1,0,79,0,"Other","Complex"
"Good Question!",2007,3,8,30,30,10,5,5.57842,2,34,153,0,0,1,3,1,3,0,79,5,"Party Game","Simple"
"Holidays",2005,2,4,30,45,8,1,5.6619,1,18,36,0,0,0,0,1,2,0,350,2,"Bluffing","Simple"
"Brain Trainer",1975,1,2,10,15,8,0,5.57746,4,47,778,0,0,1,1,1,3,0,157,1,"Abstract Strategy","Simple"
"Party Alias (Travel)",2010,4,4,45,45,11,0,6.09697,0,4,30,0,0,0,0,1,1,0,148,0,"Humor","Simple"
"Raiders of the Lost Ark Game",1981,2,6,30,30,8,0,5.79722,11,18,34,0,0,0,1,1,1,0,111,4,"Adventure","Simple"
"Night of the Grand Octopus",2014,3,5,20,20,7,1,5.54535,6,87,851,1,3,6,4,1,2,0,214,2,"Bluffing","Simple"
"What the Fake?!",2014,3,8,30,45,10,4,5.72623,0,14,126,0,1,0,0,2,5,0,174,5,"Party Game","Simple"
"Weapons & Warriors  Power Catapult Set",1994,2,2,20,20,7,0,5.63844,3,17,10,0,0,0,0,1,1,0,190,0,"Action / Dexterity","Simple"
"Olympians War",2016,2,6,15,30,8,3,5.87174,0,6,123,0,0,0,0,1,1,0,440,4,"Card Game","Simple"
"Avanti mare!",2000,1,6,30,30,3,1,5.61015,2,34,707,8,0,1,0,1,2,0,186,5,"Childrens Game","Simple"
"Taboo Quick Draw",2002,4,8,60,60,8,0,5.79091,0,22,16,0,0,0,0,1,4,0,60,4,"Party Game","Simple"
"Mine All Mines",2017,2,5,30,30,10,0,5.70053,0,25,61,1,1,1,1,2,1,0,204,3,"Card Game","Simple"
